,timestamp,eventType,contentId,personId,sessionId,userAgent,userRegion,userCountry,eventStrength,interactCnt,gender,age(15~60)
35385,1468602938,VIEW,102414,-6.94E+18,4.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
35741,1469119788,VIEW,102373,-6.94E+18,3.45E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
35742,1469120217,VIEW,100273,-6.94E+18,3.45E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
35744,1469120225,LIKE,101670,-6.94E+18,3.45E+18,,,,2,257,female,25
36147,1469448831,VIEW,101855,-6.94E+18,3.93E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
36931,1469735740,LIKE,100469,-6.94E+18,5.33E+18,,,,2,257,female,25
36932,1469735709,VIEW,101732,-6.94E+18,5.33E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
36937,1469735313,VIEW,100202,-6.94E+18,5.33E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
36944,1469735460,LIKE,101980,-6.94E+18,5.33E+18,,,,2,257,female,25
37015,1468609930,VIEW,101810,-6.94E+18,4.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
37017,1468609222,LIKE,102481,-6.94E+18,4.55E+18,,,,2,257,female,25
37019,1468609757,VIEW,100370,-6.94E+18,4.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
37022,1468609647,VIEW,101425,-6.94E+18,4.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
37026,1468609698,VIEW,102263,-6.94E+18,4.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
38085,1468607081,VIEW,102214,-6.94E+18,4.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
38087,1468606773,LIKE,101166,-6.94E+18,4.55E+18,,,,2,257,female,25
38089,1468607131,VIEW,100741,-6.94E+18,4.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
38093,1468606789,VIEW,102027,-6.94E+18,4.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
38452,1469821906,VIEW,100661,-6.94E+18,-7.30E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
38998,1470003862,LIKE,100837,-6.94E+18,-1.42E+18,,,,2,257,female,25
38999,1470003833,VIEW,100659,-6.94E+18,-1.42E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
39351,1469826302,VIEW,100518,-6.94E+18,-7.30E+17,Android - Native Mobile App,SP,BR,1,257,female,25
39367,1469471588,VIEW,100260,-6.94E+18,3.93E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
39387,1469473063,VIEW,100001,-6.94E+18,3.93E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
39551,1470051444,VIEW,102336,-6.94E+18,-3.45E+18,Android - Native Mobile App,SP,BR,1,257,female,25
40188,1467816031,VIEW,100600,-6.94E+18,8.80E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
40196,1467816154,VIEW,100063,-6.94E+18,8.80E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
40406,1470254208,VIEW,101241,-6.94E+18,-9.03E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
40417,1470254224,LIKE,101671,-6.94E+18,-9.03E+18,,,,2,257,female,25
40883,1468443835,VIEW,101238,-6.94E+18,5.61E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
40885,1468443665,VIEW,101784,-6.94E+18,5.61E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
40887,1468443878,VIEW,100756,-6.94E+18,5.61E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
40898,1468443889,LIKE,101388,-6.94E+18,5.61E+18,,,,2,257,female,25
41251,1470150826,VIEW,102383,-6.94E+18,6.27E+18,Android - Native Mobile App,SP,BR,1,257,female,25
43280,1471553553,VIEW,100123,-6.94E+18,3.86E+18,Android - Native Mobile App,SP,BR,1,257,female,25
43310,1468850919,VIEW,100039,-6.94E+18,-2.57E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
43314,1468850844,VIEW,102336,-6.94E+18,-2.57E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
43316,1468852515,VIEW,102207,-6.94E+18,-2.57E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
43320,1468850898,VIEW,100066,-6.94E+18,-2.57E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
44190,1471450494,VIEW,100547,-6.94E+18,4.72E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SP,BR,1,257,female,25
44203,1471450317,VIEW,101111,-6.94E+18,4.72E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SP,BR,1,257,female,25
44836,1470882288,VIEW,101166,-6.94E+18,5.73E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
44837,1470881914,VIEW,100619,-6.94E+18,5.73E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
44838,1470882779,VIEW,100825,-6.94E+18,5.73E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
44841,1470883572,VIEW,101034,-6.94E+18,5.73E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
45471,1471619103,VIEW,100128,-6.94E+18,-6.05E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SP,BR,1,257,female,25
47132,1471914530,VIEW,101811,-6.94E+18,-2.18E+18,Android - Native Mobile App,SP,BR,1,257,female,25
47133,1471914603,LIKE,101610,-6.94E+18,-2.18E+18,,,,2,257,female,25
47134,1471914670,VIEW,101758,-6.94E+18,-2.18E+18,Android - Native Mobile App,SP,BR,1,257,female,25
47138,1471914675,LIKE,101625,-6.94E+18,-2.18E+18,,,,2,257,female,25
48417,1473192238,VIEW,100112,-6.94E+18,-2.01E+18,Android - Native Mobile App,SP,BR,1,257,female,25
48418,1473192397,VIEW,101542,-6.94E+18,-2.01E+18,Android - Native Mobile App,SP,BR,1,257,female,25
48419,1473192301,VIEW,100200,-6.94E+18,-2.01E+18,Android - Native Mobile App,SP,BR,1,257,female,25
48420,1473192429,VIEW,102280,-6.94E+18,-2.01E+18,Android - Native Mobile App,SP,BR,1,257,female,25
48421,1473192248,VIEW,100786,-6.94E+18,-2.01E+18,Android - Native Mobile App,SP,BR,1,257,female,25
48430,1473192490,COMMENT CREATED,100829,-6.94E+18,-2.01E+18,,,,4,257,female,25
48431,1473192322,LIKE,101454,-6.94E+18,-2.01E+18,,,,2,257,female,25
48432,1473192490,FOLLOW,101071,-6.94E+18,-2.01E+18,,,,3,257,female,25
48785,1472234749,VIEW,101381,-6.94E+18,7.22E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SP,BR,1,257,female,25
48864,1472218442,VIEW,101209,-6.94E+18,7.22E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SP,BR,1,257,female,25
50545,1473864284,VIEW,100951,-6.94E+18,-7.44E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",PR,BR,1,257,female,25
50553,1473864505,VIEW,101004,-6.94E+18,-7.44E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",PR,BR,1,257,female,25
50555,1473864352,LIKE,102066,-6.94E+18,-7.44E+18,,,,2,257,female,25
50566,1473294978,VIEW,101575,-6.94E+18,3.55E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SP,BR,1,257,female,25
50570,1473295368,VIEW,101902,-6.94E+18,3.55E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SP,BR,1,257,female,25
50571,1473295323,LIKE,100798,-6.94E+18,3.55E+17,,,,2,257,female,25
50754,1473171439,VIEW,102020,-6.94E+18,-2.01E+18,Android - Native Mobile App,SP,BR,1,257,female,25
51791,1474398597,VIEW,100561,-6.94E+18,-4.54E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",SP,BR,1,257,female,25
52469,1473865605,VIEW,100441,-6.94E+18,-7.44E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",PR,BR,1,257,female,25
52551,1473881200,LIKE,101642,-6.94E+18,-7.44E+18,,,,2,257,female,25
52553,1473881087,VIEW,101829,-6.94E+18,-7.44E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",PR,BR,1,257,female,25
52557,1473881513,VIEW,101297,-6.94E+18,-7.44E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",PR,BR,1,257,female,25
52558,1473882885,VIEW,101704,-6.94E+18,-7.44E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",PR,BR,1,257,female,25
52565,1473881645,LIKE,100479,-6.94E+18,-7.44E+18,,,,2,257,female,25
52566,1473882154,VIEW,101281,-6.94E+18,-7.44E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",PR,BR,1,257,female,25
55213,1475591192,VIEW,101311,-6.94E+18,8.28E+17,Android - Native Mobile App,SP,BR,1,257,female,25
55513,1475889119,LIKE,100854,-6.94E+18,8.19E+18,iOS - Native Mobile App,SP,BR,2,257,female,25
55591,1475847093,VIEW,101114,-6.94E+18,4.16E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
55609,1475846780,VIEW,102284,-6.94E+18,4.16E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
55618,1475846824,VIEW,101040,-6.94E+18,4.16E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
55702,1475270713,VIEW,101063,-6.94E+18,-5.10E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",SP,BR,1,257,female,25
55704,1475270250,VIEW,100099,-6.94E+18,-5.10E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",SP,BR,1,257,female,25
55705,1475270671,VIEW,100035,-6.94E+18,-5.10E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",SP,BR,1,257,female,25
55709,1475270945,VIEW,102009,-6.94E+18,-5.10E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",SP,BR,1,257,female,25
55962,1467402960,VIEW,101836,-6.94E+18,2.58E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
55965,1467403055,VIEW,100779,-6.94E+18,2.58E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
55971,1467402805,VIEW,101306,-6.94E+18,2.58E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
55974,1467403068,LIKE,102248,-6.94E+18,2.58E+18,,,,2,257,female,25
55975,1467402847,VIEW,101763,-6.94E+18,2.58E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
55990,1467402580,VIEW,100547,-6.94E+18,2.58E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
55995,1467402813,LIKE,100631,-6.94E+18,2.58E+18,,,,2,257,female,25
55996,1467402617,VIEW,100944,-6.94E+18,2.58E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,257,female,25
57122,1476986707,VIEW,101986,-6.94E+18,6.77E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",PR,BR,1,257,female,25
57132,1476986718,LIKE,102092,-6.94E+18,6.77E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",PR,BR,2,257,female,25
57136,1476986858,VIEW,102238,-6.94E+18,6.77E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",PR,BR,1,257,female,25
57352,1476799236,VIEW,101954,-6.94E+18,-2.24E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
57599,1475972568,LIKE,100368,-6.94E+18,4.52E+18,iOS - Native Mobile App,SP,BR,2,257,female,25
57896,1475848582,VIEW,101094,-6.94E+18,4.16E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
58079,1477233134,VIEW,101808,-6.94E+18,3.84E+16,Android - Native Mobile App,SP,BR,1,257,female,25
58620,1476141637,VIEW,101103,-6.94E+18,2.71E+16,Android - Native Mobile App,SP,BR,1,257,female,25
58623,1476141806,VIEW,100971,-6.94E+18,2.71E+16,Android - Native Mobile App,SP,BR,1,257,female,25
58625,1476141837,VIEW,102389,-6.94E+18,2.71E+16,Android - Native Mobile App,SP,BR,1,257,female,25
59161,1476466803,VIEW,100636,-6.94E+18,7.79E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
59173,1476467063,LIKE,101651,-6.94E+18,7.79E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,2,257,female,25
59174,1476466885,VIEW,101664,-6.94E+18,7.79E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
59671,1476806396,VIEW,100829,-6.94E+18,-2.24E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
59685,1476805731,VIEW,100660,-6.94E+18,-2.24E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,1,257,female,25
59796,1477045445,VIEW,100131,-6.94E+18,8.03E+16,Android - Native Mobile App,SP,BR,1,257,female,25
59797,1477045316,VIEW,102492,-6.94E+18,8.03E+16,Android - Native Mobile App,SP,BR,1,257,female,25
59798,1477045441,VIEW,102190,-6.94E+18,8.03E+16,Android - Native Mobile App,SP,BR,1,257,female,25
60154,1478275533,VIEW,102008,-6.94E+18,5.13E+18,Android - Native Mobile App,SP,BR,1,257,female,25
60874,1477064321,VIEW,101805,-6.94E+18,8.03E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",PR,BR,1,257,female,25
60876,1477064400,VIEW,101605,-6.94E+18,8.03E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",PR,BR,1,257,female,25
61192,1478313927,VIEW,102213,-6.94E+18,6.10E+18,Android - Native Mobile App,SP,BR,1,257,female,25
61217,1477662738,VIEW,102296,-6.94E+18,-8.03E+18,Android - Native Mobile App,SP,BR,1,257,female,25
61222,1477662909,VIEW,101943,-6.94E+18,-8.03E+18,Android - Native Mobile App,SP,BR,1,257,female,25
61227,1477662451,VIEW,102177,-6.94E+18,-8.03E+18,Android - Native Mobile App,SP,BR,1,257,female,25
61271,1479126096,VIEW,100883,-6.94E+18,2.69E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
61272,1479126028,VIEW,100666,-6.94E+18,2.69E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
61274,1479126049,VIEW,100058,-6.94E+18,2.69E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
61356,1477698565,VIEW,101382,-6.94E+18,-8.03E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",SP,BR,1,257,female,25
61493,1479259447,VIEW,102133,-6.94E+18,-8.60E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
61495,1479259603,VIEW,102226,-6.94E+18,-8.60E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
61497,1479259464,VIEW,100323,-6.94E+18,-8.60E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
61498,1479259615,LIKE,100861,-6.94E+18,-8.60E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,2,257,female,25
62379,1479747386,VIEW,102349,-6.94E+18,9.14E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
62381,1479747651,VIEW,102021,-6.94E+18,9.14E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
62383,1479747891,VIEW,101924,-6.94E+18,9.14E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
62529,1479827505,VIEW,102425,-6.94E+18,-8.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
62530,1479827525,VIEW,101498,-6.94E+18,-8.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
63027,1479904027,VIEW,100951,-6.94E+18,-1.27E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
63048,1480368629,VIEW,101373,-6.94E+18,4.23E+18,Android - Native Mobile App,SP,BR,1,257,female,25
63049,1480369028,VIEW,100538,-6.94E+18,4.23E+18,Android - Native Mobile App,SP,BR,1,257,female,25
63050,1480368838,VIEW,102037,-6.94E+18,4.23E+18,Android - Native Mobile App,SP,BR,1,257,female,25
63124,1479745247,VIEW,100052,-6.94E+18,9.14E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
63125,1479746486,LIKE,101468,-6.94E+18,9.14E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,2,257,female,25
63132,1479745402,VIEW,101077,-6.94E+18,9.14E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
63433,1480898946,LIKE,101012,-6.94E+18,-3.32E+18,iOS - Native Mobile App,SP,BR,2,257,female,25
63682,1481557699,VIEW,100368,-6.94E+18,6.42E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",PR,BR,1,257,female,25
63858,1481637605,VIEW,101804,-6.94E+18,2.99E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",SP,BR,1,257,female,25
